automobile_id,car_model,brand_name,length_mm,width_mm,height_mm,kg,rank
3305,KIA Cerato / Spectra Sedan 2004-2007,KIA,4480.0,1740.0,1470.0,1274.0,1
3306,KIA Cerato / Spectra Hatchback 2004-2007,KIA,4341.0,1735.0,1471.0,1326.0,1
3307,2004 Kia Sportage,KIA,4348.0,1801.0,1699.0,1660.0,2
3308,KIA Opirus/Amanti 2003-2007,KIA,4978.0,1849.0,1486.0,1797.0,2
3309,KIA Optima / Magentis 2003-2006,KIA,4729.0,1821.0,1410.0,1420.0,1
3310,KIA Carens 2002-2006,KIA,4490.0,1750.0,1610.0,1483.0,1
3311,KIA Carnival/Sedona 2002-2006,KIA,4811.0,1984.0,1816.0,2168.0,2
3313,KIA Optima / Magentis 2001-2003,KIA,4720.0,1820.0,1410.0,1495.0,1
3314,KIA Shuma 2001-2004,KIA,4510.0,1720.0,1420.0,1089.0,1
3315,KIA Carens 2000-2002,KIA,4440.0,1709.0,1600.0,1320.0,1
3316,1999 Kia Joice,KIA,4570.0,1720.0,1640.0,1350.0,1
3317,KIA Shuma 1998-2001,KIA,4480.0,1710.0,1420.0,1081.0,1
3933,2025 Mercedes-Benz G-Class,MERCEDES BENZ,4826.0,1930.0,2042.0,2480.0,2
3934,2025 Mercedes-Benz G 580 ,MERCEDES BENZ,4623.0,1930.0,1986.0,3085.0,3
3937,Mercedes-Benz GLE 53,MERCEDES BENZ,4826.0,1930.0,2042.0,2480.0,2
3940,Mercedes-Benz GLC 200,MERCEDES BENZ,4720.0,1820.0,1410.0,1495.0,1
3946,Mercedes-Benz GLC 300,MERCEDES BENZ,4948.0,1880.0,1481.0,2265.0,2
3948,Mercedes-Benz GLC 450,MERCEDES BENZ,4948.0,1880.0,1468.0,1915.0,2
3949,2024 Mercedes-Benz CLE Coupe,MERCEDES BENZ,4849.0,1859.0,1427.0,,
3950,2024 Mercedes-Benz CLE Cabriolet,MERCEDES BENZ,,,,,
3951,2024 Mercedes-Maybach S 500,MERCEDES BENZ,5126.0,2035.0,1722.0,,
3952,MERCEDES BENZ EQS 2022-Present,MERCEDES BENZ,5126.0,1958.0,1717.0,,
3953,MERCEDES BENZ C 300,MERCEDES BENZ,4498.0,1859.0,1811.0,1603.0,2
3959,MERCEDES BENZ C 200,MERCEDES BENZ,4463.0,1834.0,1621.0,2030.0,2
3963,Mercedes-Benz E 300,MERCEDES BENZ,4684.0,1834.0,1666.0,2100.0,2
3966,MERCEDES BENZ S 450,MERCEDES BENZ,4755.0,1821.0,1494.0,1875.0,2
3968,Mercedes-Benz S 500,MERCEDES BENZ,5204.0,2029.0,1839.0,2785.0,3
3976,2019 Mercedes-Benz EQC 400,MERCEDES BENZ,4760.0,1885.0,1623.0,2425.0,2
3977,2020 Mercedes-Benz GLE,MERCEDES BENZ,4925.0,1948.0,1796.0,2655.0,3
3978,2019 Mercedes-Benz CLA Coupe,MERCEDES BENZ,4689.0,1999.0,1440.0,1650.0,2
3979,MERCEDES BENZ V-Class 2019-Present,MERCEDES BENZ,4895.0,1928.0,1880.0,2120.0,2
3980,2019 Mercedes-Benz CLA Shooting Brake,MERCEDES BENZ,4689.0,1999.0,1443.0,1675.0,2
3981,MERCEDES BENZ GLC (X253) 2019-2022,MERCEDES BENZ,4656.0,1890.0,1643.0,1770.0,2
3982,2020 Mercedes-Benz GLC Coupe,MERCEDES BENZ,4732.0,1890.0,1603.0,1800.0,2
3983,2020 Mercedes-Benz GLS,MERCEDES BENZ,5207.0,1956.0,1824.0,2586.0,3
3984,2020 Mercedes-Benz GLB,MERCEDES BENZ,4633.0,1834.0,1659.0,1660.0,2
3985,2020 Mercedes-Benz GLE Coupe,MERCEDES BENZ,4938.0,2009.0,1699.0,2265.0,2
3986,2019 Mercedes-Benz EQV,MERCEDES BENZ,5141.0,,,,
3987,MERCEDES BENZ CLS Class (C257) 2018-2021,MERCEDES BENZ,4938.0,1882.0,1417.0,1865.0,2
3988,2019 Mercedes-Benz G-Class,MERCEDES BENZ,,,,,
3989,MERCEDES BENZ A-Class (W177) 2018-2022,MERCEDES BENZ,,,,,
3990,MERCEDES BENZ S-Class Maybach (X222) 2018-2020,MERCEDES BENZ,5425.0,2131.0,1499.0,,
3991,MERCEDES BENZ C-Class (W205) 2018-2021,MERCEDES BENZ,4686.0,2019.0,1443.0,,
3992,MERCEDES BENZ C-Class T-Modell (S205) 2018-2021,MERCEDES BENZ,4702.0,1811.0,1458.0,1660.0,2
3993,MERCEDES BENZ S650 PULLMAN MAYBACH 2018-Present,MERCEDES BENZ,,,,,
3994,MERCEDES BENZ C-Class (A205) 2018-Present,MERCEDES BENZ,4686.0,1811.0,1410.0,1785.0,2
3995,MERCEDES BENZ A-Class L Sedan 2018-Present,MERCEDES BENZ,4610.0,1796.0,1461.0,,
3996,MERCEDES BENZ A-Class Sedan (V177) 2018-Present,MERCEDES BENZ,4549.0,1796.0,1445.0,1520.0,1
3997,2019 Mercedes-Benz B-Class (W247),MERCEDES BENZ,4420.0,1796.0,1562.0,1545.0,1
3998,MERCEDES BENZ GLA (X156) 2017-2020,MERCEDES BENZ,4425.0,1803.0,1494.0,1595.0,1
3999,MERCEDES BENZ E-Class T-Modell All-Terrain (S213) 2017-2020,MERCEDES BENZ,493.0,1852.0,1476.0,1910.0,2
4000,MERCEDES BENZ S-Class 2017-2020,MERCEDES BENZ,5245.0,1900.0,1496.0,2215.0,2
4001,MERCEDES BENZ X-Class  2017-2020,MERCEDES BENZ,5339.0,1920.0,1819.0,2234.0,2
4002,MERCEDES BENZ S-Class Coupe (C217) 2017-2020,MERCEDES BENZ,5027.0,1900.0,1412.0,,
4003,2017 Mercedes-Benz S-Class Cabriolet,MERCEDES BENZ,5027.0,1900.0,1417.0,,
4013,2016 Mercedes-Benz G-Class Professional,MERCEDES BENZ,4661.0,1867.0,1953.0,2612.0,3
4017,2017 Mercedes-Benz E-Class estate,MERCEDES BENZ,4933.0,1852.0,1476.0,1910.0,2
4018,MERCEDES BENZ CLA (C117) 2016-2018,MERCEDES BENZ,4641.0,1778.0,1433.0,1585.0,1
4019,MERCEDES BENZ S-Class Maybach (X222) 2015-2018,MERCEDES BENZ,5453.0,1900.0,1499.0,2335.0,2
4020,2015 Mercedes-Benz G-Class 4x4 Squared,MERCEDES BENZ,4671.0,1867.0,2250.0,2946.0,3
4021,2016 Mercedes-Benz S600 Pullman Maybach,MERCEDES BENZ,6500.0,1598.0,,,
4022,2015 Mercedes-Benz CLA Shooting Brake,MERCEDES BENZ,4630.0,1778.0,1435.0,1615.0,2
4023,MERCEDES BENZ GLE (W166) 2015-2019,MERCEDES BENZ,4818.0,1935.0,1796.0,2465.0,2
4075,MERCEDES BENZ C 63 AMG (W204) 2011-2014,MERCEDES BENZ,4707.0,1770.0,1433.0,1730.0,2
4076,MERCEDES BENZ C 63 AMG T-Modell (S204) 2011-2014,MERCEDES BENZ,4702.0,1770.0,1448.0,1795.0,2
4077,MERCEDES BENZ C-Klasse Coupe (C204) 2011-2013,MERCEDES BENZ,4590.0,1770.0,1407.0,1655.0,2
4078,MERCEDES BENZ C-Klasse Coupe AMG (C204) 2011-2016,MERCEDES BENZ,4707.0,1770.0,1392.0,1730.0,2
4079,MERCEDES BENZ SLK (R172) 2011-2016,MERCEDES BENZ,4135.0,1816.0,1303.0,1590.0,1
4080,MERCEDES BENZ CLS 63 AMG (C218) 2011-2014,MERCEDES BENZ,4940.0,1882.0,1415.0,1870.0,2
4081,MERCEDES BENZ ML-Klasse (W166) 2011-2015,MERCEDES BENZ,4804.0,2141.0,1796.0,2175.0,2
4082,2011 Mercedes-Benz ML63 AMG,MERCEDES BENZ,4821.0,1951.0,1859.0,2345.0,2
4083,MERCEDES BENZ SLS AMG Roadster (C197) 2011-2012,MERCEDES BENZ,4638.0,1938.0,1262.0,1735.0,2
4084,2011 Mercedes-Benz CL 65 AMG,MERCEDES BENZ,5105.0,1872.0,1427.0,2245.0,2
4085,2011 Mercedes-Benz C63 Coupé AMG Black Series,MERCEDES BENZ,4707.0,1796.0,1392.0,1635.0,2
4086,2011 Mercedes-Benz C-Class T-Modell (S204),MERCEDES BENZ,4605.0,2009.0,1458.0,1795.0,2
4087,2010 Meredes-Benz SLS AMG Coupe,MERCEDES BENZ,4638.0,1938.0,1262.0,1620.0,2
4088,MERCEDES BENZ R-Klasse (W251) 2010-2013,MERCEDES BENZ,4920.0,1920.0,1674.0,2250.0,2
4089,MERCEDES BENZ CLS-Klasse (C218) 2010-2014,MERCEDES BENZ,4940.0,1882.0,1415.0,1940.0,2
4090,MERCEDES BENZ VIANO 2010-2014,MERCEDES BENZ,4763.0,1900.0,1875.0,2110.0,2
4091,2010 Mercedes-Benz CL-Class,MERCEDES BENZ,5095.0,1872.0,1420.0,2185.0,2
4092,MERCEDES BENZ R-Class Long (W251) 2010-2013,MERCEDES BENZ,5159.0,1923.0,1664.0,2417.0,2
4093,MERCEDES BENZ E-Klasse (W212) 2009-2012,MERCEDES BENZ,4868.0,1854.0,1471.0,1985.0,2
4094,MERCEDES BENZ E-Klasse Coupe (C 207) 2009-2012,MERCEDES BENZ,4699.0,1786.0,1397.0,1795.0,2
4095,MERCEDES BENZ E-Klasse T-Modell (S 212) 2009-2012,MERCEDES BENZ,4895.0,1854.0,1511.0,2075.0,2
4096,2010 Mercedes-Benz E63 AMG,MERCEDES BENZ,4882.0,1872.0,1440.0,1840.0,2
4097,MERCEDES BENZ E 63 AMG T-Modell (S212) 2009-2012,MERCEDES BENZ,4917.0,1872.0,1499.0,1945.0,2
4098,MERCEDES BENZ SLR Stirling Moss 2009-2009,MERCEDES BENZ,4818.0,2192.0,1219.0,1551.0,1
4099,MERCEDES BENZ S-Klasse (W221) 2009-2013,MERCEDES BENZ,5225.0,1869.0,1478.0,2210.0,2
4100,MERCEDES BENZ GL-Klasse (X164) 2009-2012,MERCEDES BENZ,5088.0,1920.0,1839.0,2550.0,3
4101,MERCEDES BENZ S 65 AMG (W221) 2009-2013,MERCEDES BENZ,5250.0,1869.0,1478.0,2275.0,2
4102,MERCEDES BENZ S 63 AMG (W221) 2009-2013,MERCEDES BENZ,5250.0,1869.0,1476.0,2170.0,2
4103,MERCEDES BENZ E-Klasse Cabriolet (A207) 2009-2012,MERCEDES BENZ,4696.0,1786.0,1397.0,1920.0,2
4104,MERCEDES BENZ CLS 63 AMG (C219) 2008-2010,MERCEDES BENZ,4915.0,1872.0,1389.0,1905.0,2
4105,MERCEDES BENZ SL-Klasse (R230) 2008-2011,MERCEDES BENZ,4534.0,1826.0,1290.0,2045.0,2
4106,MERCEDES BENZ CLC (W203) 2008-2011,MERCEDES BENZ,4343.0,1727.0,1407.0,1505.0,1
4107,MERCEDES BENZ SL 63 AMG (R230) 2008-2011,MERCEDES BENZ,4534.0,1826.0,1295.0,1960.0,2
4108,2008 Mercedes-Benz G-Class 5-door,MERCEDES BENZ,4661.0,1760.0,1930.0,2445.0,2
4109,2009 Mercedes-Benz G55 AMG (W463),MERCEDES BENZ,4681.0,1864.0,1935.0,2450.0,2
4110,MERCEDES BENZ ML-Klasse (W164) 2008-2011,MERCEDES BENZ,4788.0,1910.0,1778.0,2185.0,2
4111,MERCEDES BENZ ML 63 AMG (W164) 2008-2011,MERCEDES BENZ,4818.0,1951.0,1862.0,2310.0,2
4112,MERCEDES BENZ SL 65 AMG Black Series 2008-2012,MERCEDES BENZ,4587.0,1958.0,1306.0,1870.0,2
4113,MERCEDES BENZ A-Klasse (W169) 2008-2012,MERCEDES BENZ,3881.0,1760.0,1590.0,1295.0,1
4114,MERCEDES BENZ B-Klasse 2008-2010,MERCEDES BENZ,4135.0,1778.0,1623.0,1415.0,1
4115,MERCEDES BENZ GLK-Klasse (X204) 2008-Present,MERCEDES BENZ,4529.0,1839.0,1689.0,1925.0,2
4116,MERCEDES BENZ A-Klasse Coupe (C169) 2008-2012,MERCEDES BENZ,3881.0,1763.0,1593.0,1340.0,1
4117,MERCEDES BENZ SLK (R171) 2008-2011,MERCEDES BENZ,4102.0,1778.0,1295.0,1405.0,1
4118,MERCEDES BENZ SLK 55 AMG (R171) 2008-2011,MERCEDES BENZ,4102.0,1778.0,1295.0,1575.0,1
4119,MERCEDES BENZ SL 65 AMG (R230) 2008-2012,MERCEDES BENZ,4605.0,1816.0,1298.0,2120.0,2
4120,MERCEDES BENZ CLS-Klasse (C219) 2008-2010,MERCEDES BENZ,4912.0,1872.0,1389.0,1823.0,2
4121,MERCEDES BENZ C-Klasse T-Modell (S204) 2007-2011,MERCEDES BENZ,4595.0,1770.0,1458.0,1735.0,2
4122,MERCEDES BENZ C 63 T-Modell (S204) 2007-2011,MERCEDES BENZ,4709.0,1793.0,1448.0,1795.0,2
4123,2007 Mercedes-Benz G-Class Cabriolet,MERCEDES BENZ,4275.0,1760.0,1956.0,2320.0,2
4124,MERCEDES BENZ C-Klasse (W204) 2007-2011,MERCEDES BENZ,4582.0,1770.0,1448.0,1700.0,2
4125,MERCEDES BENZ CLK 63 AMG Black Series (C209) 2007-2009,MERCEDES BENZ,4656.0,1834.0,1364.0,1745.0,2
4126,MERCEDES BENZ SLR McLaren Roadster (C199) 2007-2009,MERCEDES BENZ,4656.0,1908.0,1252.0,1668.0,2
4127,MERCEDES BENZ C 63 AMG (W204) 2007-2011,MERCEDES BENZ,4724.0,1796.0,1438.0,1730.0,2
4128,MERCEDES BENZ CL 63 AMG (C216) 2007-2012,MERCEDES BENZ,5065.0,1872.0,1417.0,2085.0,2
4129,MERCEDES BENZ CL 65 AMG (C216) 2007-2012,MERCEDES BENZ,5085.0,1872.0,1417.0,2240.0,2
4130,MERCEDES BENZ CL 65 AMG 40th Anniversary (C216) 2007-2007,MERCEDES BENZ,5085.0,1872.0,1417.0,2240.0,2
4131,2007 Mercedes-Benz G-Class 5-door,MERCEDES BENZ,4661.0,1760.0,1930.0,2400.0,2
4132,MERCEDES BENZ S 63 AMG (W221) 2006-2009,MERCEDES BENZ,5250.0,1869.0,1476.0,2115.0,2
4133,MERCEDES BENZ CL (C216) 2006-2010,MERCEDES BENZ,5065.0,1872.0,1417.0,2185.0,2
4134,MERCEDES BENZ E-Klasse (W211) 2006-2009,MERCEDES BENZ,4856.0,1821.0,1486.0,1890.0,2
4135,MERCEDES BENZ E-Klasse T-Modell (S211) 2006-2009,MERCEDES BENZ,4887.0,1821.0,1486.0,1895.0,2
4136,MERCEDES BENZ E 63 AMG T-Modell (S211) 2006-2009,MERCEDES BENZ,4920.0,1821.0,1486.0,1955.0,2
4137,MERCEDES BENZ CLS 63 AMG (C219) 2006-2007,MERCEDES BENZ,4915.0,1872.0,1389.0,1905.0,2
4138,MERCEDES BENZ CLK 63 AMG (C209) 2006-2009,MERCEDES BENZ,4651.0,1740.0,1400.0,1755.0,2
4139,MERCEDES BENZ CLK 63 AMG Cabrio (A209) 2006-2009,MERCEDES BENZ,4651.0,1740.0,1400.0,1875.0,2
4140,MERCEDES BENZ SLK 55 AMG Black Series (R171) 2006-2008,MERCEDES BENZ,4087.0,1793.0,1270.0,1495.0,1
4141,MERCEDES BENZ CLK DTM AMG Cabrio (A209) 2006-2006,MERCEDES BENZ,4651.0,1801.0,1359.0,1748.0,2
4142,MERCEDES BENZ SL-Klasse (R230) 2006-2008,MERCEDES BENZ,4534.0,1826.0,1290.0,2045.0,2
4143,MERCEDES BENZ SL 55 AMG (R230) 2006-Present,MERCEDES BENZ,4534.0,1826.0,1295.0,1960.0,2
4144,MERCEDES BENZ SLR McLaren 722 Edition (C199) 2006-2007,MERCEDES BENZ,4656.0,1908.0,1252.0,1724.0,2
4145,MERCEDES BENZ S 65 AMG (W221) 2006-2009,MERCEDES BENZ,5250.0,1869.0,1476.0,2250.0,2
4146,2006 Mercedes-Benz E 63 AMG,MERCEDES BENZ,4882.0,1821.0,1412.0,1840.0,2
4147,2006 Mercedes-Benz G 55 AMG,MERCEDES BENZ,4681.0,1864.0,1935.0,2450.0,2
4148,MERCEDES BENZ SL 65 AMG (R230) 2006-2008,MERCEDES BENZ,4534.0,1826.0,1295.0,2116.0,2
4149,MERCEDES BENZ R 63 AMG (W251) 2006-2008,MERCEDES BENZ,5174.0,1923.0,1664.0,2275.0,2
4150,MERCEDES BENZ GL-Klasse (X164) 2006-2009,MERCEDES BENZ,5088.0,1920.0,1839.0,2475.0,2
4151,2005 Mercedes-Benz B-Class (W245),MERCEDES BENZ,4270.0,1778.0,1603.0,1445.0,1
4152,2005 Mercedes-Benz S-Class (W221),MERCEDES BENZ,5207.0,1872.0,1473.0,2180.0,2
4199,MERCEDES BENZ S 63 AMG (W220) 2001-2001,MERCEDES BENZ,5161.0,1854.0,1435.0,,
4200,MERCEDES BENZ S-Klasse Pullman (V220) 2001-2002,MERCEDES BENZ,6157.0,1854.0,1463.0,,
4201,2001 Mercedes-Benz G-Class Cabriolet,MERCEDES BENZ,4275.0,1760.0,1941.0,2475.0,2
4202,2000 Mercedes-Benz C-Class (W203),MERCEDES BENZ,4529.0,1727.0,1425.0,1600.0,2
4203,2000 Mercedes-Benz C-Class SportCoupe (CL203),MERCEDES BENZ,4343.0,1727.0,1407.0,1455.0,1
4204,2000 Mercedes-Benz CL 55 AMG (C215),MERCEDES BENZ,4994.0,1857.0,1397.0,1865.0,2
4205,2001 Mercedes-Benz G-Class 5-door,MERCEDES BENZ,4681.0,1760.0,1935.0,2585.0,3
4206,2000 Mercedes-Benz SLK,MERCEDES BENZ,4011.0,1712.0,1265.0,1405.0,1
4207,MERCEDES BENZ SLK 32 AMG (R170) 2000-2004,MERCEDES BENZ,4011.0,1712.0,1270.0,1495.0,1
4208,MERCEDES BENZ C-Klasse AMG (W203) 2000-2004,MERCEDES BENZ,4526.0,1727.0,1415.0,1635.0,2
4209,2000 Mercedes-Benz CL 55 AMG F1 Edition,MERCEDES BENZ,4994.0,1857.0,1397.0,1867.0,2
4210,2000 Mercedes-Benz G-Class W463 SWB,MERCEDES BENZ,4229.0,1760.0,1930.0,2490.0,2
4211,2000 Mercedes-Benz CL (W215),MERCEDES BENZ,4994.0,1857.0,1412.0,2080.0,2
4212,MERCEDES BENZ ML 55 AMG (W163) 1999-2002,MERCEDES BENZ,4636.0,1895.0,1803.0,2060.0,2
4213,MERCEDES BENZ E-Klasse (W210) 1999-2002,MERCEDES BENZ,4818.0,1798.0,1417.0,1680.0,2
4214,Mercedes-Benz S 55 AMG (W220),MERCEDES BENZ,5042.0,1854.0,1445.0,1899.0,2
4215,MERCEDES BENZ CLK (C208) 1999-2002,MERCEDES BENZ,4569.0,1720.0,1379.0,1455.0,1
4216,MERCEDES BENZ G 55 AMG (W463) 1999-2004,MERCEDES BENZ,4681.0,1864.0,1935.0,2425.0,2
4217,MERCEDES BENZ E-Klasse T-Modell (S210) 1999-2003,MERCEDES BENZ,4839.0,1798.0,1504.0,1670.0,2
4218,MERCEDES BENZ CLK 55 AMG Cabrio (A208) 1999-2003,MERCEDES BENZ,4567.0,1722.0,1379.0,1755.0,2
4219,MERCEDES BENZ CLK 55 AMG (C208) 1999-2002,MERCEDES BENZ,4567.0,1722.0,1372.0,1620.0,2
4220,MERCEDES BENZ SL 55 AMG (R129) 1999-2001,MERCEDES BENZ,4498.0,1811.0,1300.0,1890.0,2
4221,MERCEDES BENZ SL 73 AMG (R129) 1999-2001,MERCEDES BENZ,4498.0,1811.0,1295.0,2050.0,2
4222,MERCEDES BENZ S-Klasse (W220) 1998-2002,MERCEDES BENZ,5164.0,1854.0,1445.0,2010.0,2
4223,MERCEDES BENZ CLK Cabrio (A208) 1998-1999,MERCEDES BENZ,4569.0,1720.0,1379.0,1620.0,2
4224,MERCEDES BENZ SL (R129) 1998-2001,MERCEDES BENZ,4470.0,1811.0,1290.0,1955.0,2
4225,MERCEDES BENZ CLK GTR AMG 1998-1999,MERCEDES BENZ,4854.0,1951.0,1100.0,1544.0,1
4226,MERCEDES BENZ ML-Klasse (W163) 1997-2001,MERCEDES BENZ,4587.0,1880.0,1821.0,2105.0,2
4227,1997 Mercedes-Benz E 55 AMG,MERCEDES BENZ,4818.0,1796.0,1412.0,1610.0,2
4228,MERCEDES BENZ A-Klasse (W168) 1997-2001,MERCEDES BENZ,3574.0,1720.0,1588.0,1165.0,1
4229,MERCEDES BENZ C-Klasse (W202) 1997-2000,MERCEDES BENZ,4488.0,1720.0,1415.0,1474.0,1
4230,MERCEDES BENZ C-Klasse T-Modell (S202) 1997-2000,MERCEDES BENZ,4521.0,1720.0,1461.0,1445.0,1
4231,MERCEDES BENZ C 43 AMG (W202) 1997-2000,MERCEDES BENZ,4488.0,1720.0,1415.0,1470.0,1
4232,MERCEDES BENZ CLK (C208) 1997-1999,MERCEDES BENZ,4569.0,1720.0,1379.0,1455.0,1
4233,Mercedes-Benz S-Class Landaulet,MERCEDES BENZ,5212.0,1887.0,1527.0,2305.0,2
4234,MERCEDES BENZ E 50 AMG (W210) 1996-1997,MERCEDES BENZ,4818.0,1798.0,1412.0,1647.0,2
4235,MERCEDES BENZ SLK (R170) 1996-2000,MERCEDES BENZ,4011.0,1712.0,1260.0,1385.0,1
4236,MERCEDES BENZ C-Klasse T-Modell (S202) 1996-1997,MERCEDES BENZ,4491.0,1720.0,1461.0,1420.0,1
4237,MERCEDES BENZ CL Coupe (C140) 1996-1998,MERCEDES BENZ,5065.0,1913.0,1445.0,2205.0,2
4238,MERCEDES BENZ E-Klasse T-Modell (S210) 1996-1999,MERCEDES BENZ,4839.0,1798.0,1504.0,1670.0,2
4239,MERCEDES BENZ V-Klasse (W638) 1996-2003,MERCEDES BENZ,4658.0,1880.0,1844.0,2015.0,2
4240,1995 Mercedes-Benz E-Class,MERCEDES BENZ,4796.0,1798.0,1417.0,1690.0,2
4241,MERCEDES BENZ C 36 AMG (W202) 1995-1997,MERCEDES BENZ,4488.0,1720.0,1415.0,1460.0,1
4242,MERCEDES BENZ SL (R129) 1995-1998,MERCEDES BENZ,4470.0,1811.0,1290.0,1950.0,2
4243,MERCEDES BENZ CE Cabriolet (A124) 1995-1997,MERCEDES BENZ,4658.0,1740.0,1402.0,1690.0,2
4244,MERCEDES BENZ S-Klasse Pullman (V140) 1995-2000,MERCEDES BENZ,6213.0,1887.0,1481.0,4400.0,3
4245,1995 Mercedes-Benz S-Class,MERCEDES BENZ,5212.0,1887.0,1496.0,2155.0,2
4246,MERCEDES BENZ C-Klasse (W202) 1993-1997,MERCEDES BENZ,4488.0,1720.0,1415.0,1415.0,1
4247,MERCEDES BENZ E-Klasse (W124) 1993-1995,MERCEDES BENZ,4740.0,1740.0,1430.0,1620.0,2
4248,MERCEDES BENZ E 500 (W124) 1993-1995,MERCEDES BENZ,4740.0,1880.0,1420.0,1749.0,2
4249,MERCEDES BENZ CE (C124) 1993-1995,MERCEDES BENZ,4656.0,1740.0,1394.0,1460.0,1
4250,1993 Mercedes-Benz E-Class T-Modell,MERCEDES BENZ,4765.0,1740.0,1445.0,1670.0,2
4251,MERCEDES BENZ CE Cabriolet (A124) 1992-1995,MERCEDES BENZ,4656.0,1740.0,1392.0,1780.0,2
4252,1992 Mercedes-Benz CL-Class,MERCEDES BENZ,5065.0,1913.0,1445.0,2200.0,2
4253,1991 Mercedes-Benz S-Class,MERCEDES BENZ,5212.0,1887.0,1491.0,2230.0,2
4254,MERCEDES BENZ 500 E (W124) 1991-1993,MERCEDES BENZ,4740.0,1880.0,1410.0,1710.0,2
4255,Mercedes-Benz 190 E 2.5-16 Evolution II (W201),MERCEDES BENZ,4544.0,1720.0,1326.0,1340.0,1
4256,1990 Mercedes-Benz G-Class 3-door,MERCEDES BENZ,4229.0,1760.0,1930.0,2365.0,2
4257,1990 Mercedes-Benz G-Class Cabriolet,MERCEDES BENZ,4275.0,1760.0,1941.0,2350.0,2
4258,MERCEDES BENZ SL/SEL (R129) 1989-1995,MERCEDES BENZ,4470.0,1811.0,1290.0,1980.0,2
4259,1989 Mercedes-Benz G-Class 5-door (W463),MERCEDES BENZ,4671.0,1811.0,1963.0,2370.0,2
4260,MERCEDES BENZ CE (C124) 1987-1993,MERCEDES BENZ,4656.0,1740.0,1394.0,1480.0,1
4261,MERCEDES BENZ E-Klasse T-Modell (S124) 1986-1993,MERCEDES BENZ,4775.0,1740.0,1491.0,1600.0,2
4262,1985 Mercedes-Benz E-Class (W124),MERCEDES BENZ,4740.0,1740.0,1445.0,,
4263,Mercedes-Benz 190 E 2.3-16 (W201),MERCEDES BENZ,4544.0,1720.0,1326.0,1270.0,1
4264,1982 Mercedes-Benz 190 (W201),MERCEDES BENZ,4448.0,1689.0,1374.0,1300.0,1
4265,MERCEDES BENZ S-Klasse Coupe (C126) 1981-1992,MERCEDES BENZ,4910.0,1829.0,1412.0,1760.0,2
4266,MERCEDES BENZ S-Klasse (W126) 1979-1991,MERCEDES BENZ,5159.0,1821.0,1438.0,1815.0,2
4267,1979 Mercedes-Benz G-Class 5-Door,MERCEDES BENZ,4404.0,1699.0,1951.0,2190.0,2
4268,1979 Mercedes-Benz G-Class 3 Doors,MERCEDES BENZ,4016.0,1699.0,1941.0,1980.0,2
4269,1979 Mercedes-Benz G-Class Convertible (W460),MERCEDES BENZ,4016.0,1699.0,1941.0,1980.0,2
4270,1978 Mercedes S123,MERCEDES BENZ,4765.0,1740.0,1445.0,1670.0,2
4271,MERCEDES BENZ E-Klasse Lang (V123) 1977-1985,MERCEDES BENZ,5354.0,1786.0,1438.0,,
4272,MERCEDES BENZ Coupe (C123) 1977-1985,MERCEDES BENZ,4641.0,1786.0,1394.0,1460.0,1
4273,MERCEDES BENZ E-Klasse (W123) 1975-1985,MERCEDES BENZ,4724.0,1786.0,1438.0,1620.0,2
